group,run_id,period,feature,mean,std,p05,p50,p95,num_obs,frac_nan,cfg_seq_length,cfg_z_window,cfg_use_cls_token,cfg_zscore,cfg_layers,cfg_head_size,cfg_num_heads,cfg_ff_dim,cfg_dropout,cfg_attn_dropout,cfg_calibration,cfg_refit,cfg_timeframe,cfg_use_returns,cfg_use_spx_close,cfg_data_start_year,cfg_end_date
base,run_20250905_122617_94bc2f17,2008,consumer_confidence,-1.0112423392117085,1.145751651006356,-2.3312592326335535,-1.3412971746577322,2.0017233988330285,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,fed_funds,-1.7737130771804603,0.8686036188340034,-3.3280019209359653,-1.65416598320677,-0.7165546062338783,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,epu_index,0.6196875941464537,1.6797740930709089,-0.9116742693978132,0.2160542288899216,3.4559477858600873,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,t10y2y_spread,0.996020771357495,1.2922340717744003,-0.6827866922346911,1.184733527017673,2.8598651206283634,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,t10y3m_spread,1.3940811734348053,1.0767835558436951,-0.1903477355185334,1.2272056874845905,3.296938501593791,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,hy_ccc_spread,1.6965255179125849,1.035991874438469,0.196043560943091,1.7235240517667998,3.411402517380013,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,corp_bond_spread,1.4005515277770884,1.141124175929122,-0.6913941841283213,1.4062633469214407,3.2381309581567974,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,returns,-0.0605236168925394,1.2249057011572813,-2.219001820794295,0.0592798962631345,1.6974727612580744,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,pce_price_index,1.6350747925459963,0.3287440276891586,1.132378858167367,1.626573352297489,2.2218715649801335,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,unemployment_rate,-1.1135759596957384,1.049889668586897,-3.0116611915376144,-0.8872840124273444,0.4470377013231694,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,nonfarm_payrolls,1.724166779400678,0.3464808968327931,1.2247219952806885,1.7172400281897384,2.2952120159878007,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,industrial_production,1.434524033038419,0.7069632450141821,0.070442493858278,1.4299183272802105,2.528230071889745,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,capacity_utilization,1.3147632914806568,0.5963710181933017,0.4128823590051103,1.2353218671883783,2.3026661638421486,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,housing_starts,0.5437007698938388,1.1603320718095915,-1.3126587828822869,0.2495057245726078,2.452290264240914,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,building_permits,0.8699192689517181,1.2413754249347984,-1.155488742134762,0.9252753249203444,2.906057656172461,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,retail_sales,1.613250168285993,0.396522608505127,1.0604521142483845,1.6034620960905523,2.3556367427513165,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,durable_orders,0.7157167704984975,0.9370529235462458,-0.3386279927552556,0.5344780204568907,2.3553084988312807,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,consumer_confidence,-0.2414922871929152,1.3620115760934233,-2.35609472922056,-0.5287312682785879,1.889747448020112,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,fed_funds,-1.4907382562368674,0.8922082467574403,-2.9947829111861606,-1.4142135922049155,-0.0534299176118226,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,epu_index,-0.2533790362358566,1.4190813293685556,-1.57970562552995,-0.5188737982966606,2.7757718344455715,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,t10y2y_spread,-0.33231216201515,1.6989018339860185,-3.12287768207679,0.2742212773451227,2.1773525583874167,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,t10y3m_spread,-0.2807400633754178,1.6570226625012183,-2.8370330671752817,-0.6416974706391532,2.19372554455887,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,hy_ccc_spread,0.3062082085578567,1.857360605487285,-2.266346207053123,0.0386643892771658,3.076552257865599,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,corp_bond_spread,0.2876296125325101,1.7124821837119002,-2.026185460303024,0.3371945245144768,2.8900444560762564,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,returns,-0.0284748109255612,1.091014357897888,-1.6471950676362035,-0.0715093744592561,1.650972626829459,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,pce_price_index,-0.0518804886328138,1.5919347830506512,-3.162702354912666,0.2171441265319161,1.795601529901798,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,unemployment_rate,-1.278898821871375,0.6648960849833095,-2.01068730323418,-1.4960726483843378,0.3326039013831701,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,nonfarm_payrolls,1.6654610494613142,0.2245942958790101,1.312835542668216,1.6418028531301374,2.061585866871704,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,industrial_production,-1.0887843191003774,1.1977972957647771,-2.433030327467669,-1.44347518897234,1.754967235268804,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,capacity_utilization,-1.2053720774391772,1.211377163362394,-2.725905743681468,-1.5437252670079478,1.5381208651333889,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,housing_starts,0.2480280913066902,1.2948139569181043,-2.3471338145968237,0.4912099129814001,1.8347359601616933,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,building_permits,0.5795569516814775,1.4081053341167955,-1.1578480981454322,-0.1705075809898018,3.017376406008289,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,retail_sales,0.4932886747890609,1.2289741384826294,-1.74315745753497,1.1948207806390934,1.8904646618576484,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,durable_orders,-0.3677647832575285,0.9778448511346036,-1.9580231241219563,-0.5660457381825745,1.018959077709573,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,consumer_confidence,0.1458549611537576,1.3462260595379307,-2.0273289508872385,0.1965140717738865,2.4577157692067213,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,fed_funds,1.0644807976838164,1.2819034353685668,-1.261979641412014,1.1673314337749163,2.8165848858813636,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,epu_index,0.0576223114378749,1.0767048330264084,-1.641373880312246,-0.0090931967109222,1.7816841877902143,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,t10y2y_spread,-0.6256443992280514,1.2949417174860147,-2.608787117534295,-0.8415745118025204,2.0420632896875324,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,t10y3m_spread,-0.3946050214748369,1.1853645779260713,-2.3869507451430936,-0.6025767104730628,1.8225643010828052,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,hy_ccc_spread,1.2813984304806547,0.9498430523502358,-0.1379698630302149,1.4185174384302544,2.66886016569629,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,corp_bond_spread,0.891495643850976,1.15345983063028,-1.0827716775677263,0.8494517239198834,2.3530993412593357,252,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,returns,-0.0558006880491003,1.316804373667314,-2.054578360620588,0.0783597777995314,1.294136676769045,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,pce_price_index,0.8811929239676897,1.2372351659004115,-1.7512300323842664,1.3276819724921074,2.2319670619321665,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,unemployment_rate,0.3938607337583562,1.9574450567032369,-1.59366391784086,0.0275032662060475,4.0445101468596425,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,nonfarm_payrolls,0.018740808967725,1.8497124166248389,-2.8701584487931444,0.3641003754625335,2.0064370534520406,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,industrial_production,-0.733657205698396,1.6560743315407278,-3.845102907222953,-0.5085089751108622,0.9302263112041032,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,capacity_utilization,-0.7568309904813588,1.6555033039552955,-3.812461561996064,-0.7029854846012674,0.9805199169949226,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,housing_starts,0.4266483197304543,1.47148904870019,-2.310040585469638,0.9181855515963884,2.4264759249807653,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,building_permits,-0.0820595110787027,1.5258247271662486,-3.0929403127157076,0.1503198030644957,1.5278092730409318,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,retail_sales,0.1705539048296263,1.7756606208227013,-3.653256033224358,0.8566302020229791,1.6381434247061186,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,durable_orders,0.0922892965339108,1.5804292169124126,-2.7456605301096015,0.7849996042083274,1.9982918703196089,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,consumer_confidence,-0.1892271081485275,1.5722951796174216,-2.839279116491044,-0.3342121474557918,1.6860302394634654,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,fed_funds,-1.0085374329097856,1.0397408086614564,-3.0062794473659964,-0.8943846485547366,0.5158394818240388,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,epu_index,0.2861531225911458,1.557233254679881,-1.871857039048077,-0.0054802056341374,3.017669549381816,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,t10y2y_spread,1.3567893478006066,0.7541204695264087,0.2812165322342476,1.2403551916009483,2.640284767684315,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,t10y3m_spread,0.9882536195570846,0.9296392522243928,-0.6022838779144607,1.0108404251480572,2.5284531478097345,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,hy_ccc_spread,0.1309584790821415,1.6557821852902528,-1.906142095240981,-0.2965956523000068,2.847376189282844,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,corp_bond_spread,0.2305872431582696,1.783073904965676,-2.2461871022204036,0.4285476943182347,3.384001499279685,253,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,returns,-0.0452015377817562,1.1498967250731258,-2.2271926472983337,-0.0890848426583087,1.8189060188037116,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,pce_price_index,1.6279901766568958,0.2654909093744365,1.215235640814185,1.6181071556835611,2.11050961679493,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,unemployment_rate,-0.9798063522158909,0.712373732150851,-1.6345924440152355,-1.2166528418111364,0.7453559924792125,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,nonfarm_payrolls,1.5831807630183938,0.1943190071208601,1.3016561779118052,1.5569253399416936,1.9447333835434848,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,industrial_production,1.2996897081585774,0.6322631619479132,-0.2619036370572792,1.2492868875186245,2.321285630610989,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,capacity_utilization,0.5249898654860613,1.4033280668244217,-2.6326846108082957,1.015566370053922,1.7920355229806637,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,housing_starts,-0.1347742088675327,1.5494759156748656,-2.625165066793145,-0.5006758303255455,2.1000010520306627,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,building_permits,-0.4353684591496724,1.6372993076942477,-2.75864283194169,-0.9398729782964248,2.432001496896458,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,retail_sales,1.214009317918601,0.8835796509575479,-1.148506107503873,1.3447863594527978,2.400610573744018,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,durable_orders,1.121941315442924,1.118980064026328,-1.7461332906342384,0.8487891242748159,2.9924385002014513,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,consumer_confidence,-0.8743787152701501,1.0848776520062005,-2.62167568382001,-1.1410888104522956,0.7476098979889243,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,fed_funds,1.6573611136578046,1.651233938976432,-0.6665702650258635,1.8607648205975995,4.066391007730397,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,epu_index,0.1638232445627529,1.2286208057712424,-1.5457424630212286,0.0924377581285539,2.401872489022982,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,t10y2y_spread,-1.6046436069130825,0.5563076493436637,-2.4774279323695936,-1.7286184341385016,-0.4669798357195475,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,t10y3m_spread,-0.1487845837422719,1.8073853015709125,-2.4948440505994824,0.093750850144071,3.0083650169071783,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,hy_ccc_spread,1.4007197624951553,0.9442518934065484,-0.3693423336537129,1.3226581537714623,2.994417940811198,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,corp_bond_spread,0.6548713874690383,1.2554405476780968,-0.9934510280280312,0.73099698003774,2.708718065556842,251,0.0,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,returns,-0.0355850865666019,1.421824585825634,-2.106006399947015,0.0627953407537352,1.7309182652963198,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,pce_price_index,1.93552732127228,0.2315351399050143,1.6365862477047544,1.8959010997990615,2.411199030539839,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,unemployment_rate,-1.776035828824137,0.3663030615966613,-2.47038593052365,-1.749315738981389,-1.1598846932046405,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,nonfarm_payrolls,1.8473066882903793,0.1324331569652628,1.635586087451058,1.8392909606976635,2.0765575560575673,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,industrial_production,2.0768254012227287,0.3907495303246893,1.6947404625299702,1.959881683501655,2.993013075510747,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,capacity_utilization,1.8973150169945456,0.5184939704686037,0.8203276903677061,1.9334399883836717,2.7160903087890143,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,housing_starts,-0.8614475676905458,0.7626312726624997,-1.893177427586214,-0.9163416641618578,0.2257147826783208,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,building_permits,-1.049160716280125,1.0284229688495945,-2.289415126367844,-1.1777798737811105,1.9333660904183056,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,consumer_confidence,-0.7377005491567268,1.3239220011775208,-3.139556626185803,-0.6930093475279531,1.3320285981627344,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,fed_funds,0.4928258559116693,0.958600611911446,-0.8956990721476848,0.6997449684276964,1.9849303651448928,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,epu_index,-0.209492837282268,1.2161671551376556,-1.3925460072238436,-0.3728015208240134,2.81295719269649,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,t10y2y_spread,0.7469806936246784,0.9736461093241529,-0.5084408495595408,0.5449013911948282,2.987880930585767,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,t10y3m_spread,1.2478839583056578,0.9291419307583108,-0.1850306851568406,1.289231702202077,2.655979731082173,253,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,returns,-0.0016292383418973,1.0476669176537017,-1.7904532742125785,0.0571973004181639,1.5298968049970196,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,pce_price_index,1.5912518207108928,0.4757330936727902,0.9675605078649095,1.5427948111214822,2.4425759223549512,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,unemployment_rate,-1.045293498264206,0.6970634786524545,-2.515493725671911,-0.932057097010358,0.2027190471764178,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,nonfarm_payrolls,1.6816744621548965,0.1096648547991564,1.518369914677525,1.6779112923767292,1.8780547625994557,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,industrial_production,1.48519476370143,0.4163465306175486,0.6052156114928627,1.5886641644202013,2.0419628377324854,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,capacity_utilization,-1.0196061615509109,1.2312314592078646,-2.8996845537827283,-1.180563809047127,1.3226349881054824,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,housing_starts,1.24587039123669,0.7099493981503269,0.1678056236704619,1.0853088527982453,2.371211967491088,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,building_permits,1.4117092708422057,0.9658389781236666,0.3066361801664103,1.2263568080592264,3.2218492218632884,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,retail_sales,1.6320506364514702,0.4910345823488286,0.7328590312611998,1.499996429718347,2.3817389809323104,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,durable_orders,0.0808367592898975,0.8510821683544573,-1.5423604526991972,0.1874267870302563,0.947206701470607,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,consumer_confidence,-0.1762734011056594,1.3756703759443032,-2.6027302726004,-0.3541178418287617,2.135583268308534,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,fed_funds,-0.6155705956487519,2.010551962409245,-4.419409823717415,0.0782187914516993,1.4719860402048472,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,epu_index,0.1493497198816549,1.3645473577721643,-0.985621280443776,-0.3433271993300973,3.2674393522760803,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,t10y2y_spread,-0.5525555579570255,1.5902353301426977,-2.028914720209883,-1.0756945631142585,3.467309534374886,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,t10y3m_spread,-1.1686495357214528,0.5644065607532041,-1.9513889216788725,-1.1053175726652262,-0.3394103437396674,252,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,returns,0.0076314970972961,0.968197252913306,-1.4952866540098089,-0.0004096423396853,1.5234459684304993,248,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,pce_price_index,1.4308473669404458,0.4319415390100234,0.5253275627202704,1.5499657709929795,2.0373015511743806,248,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,unemployment_rate,1.7849106247410509,0.9934636681342398,-0.8445050117803531,2.104419381345647,2.5993125961030756,248,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,nonfarm_payrolls,-0.4518230289776025,1.5948198872435149,-2.7815810583866245,-0.1945512899322611,1.4387109878138469,248,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,industrial_production,-1.8116271263059085,0.7287033556229761,-2.736380329803788,-1.8914957624631965,-0.195796671504817,248,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,capacity_utilization,-1.991288784996468,0.3302649526237563,-2.6634577563175243,-1.9294170955207863,-1.5701217471327458,248,0.0,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
