group,run_id,period,breach_rate,coverage_error,cvar,rmse,mae,pinball,brier,kupiec_LR,kupiec_p,christoffersen_ind_LR,christoffersen_ind_p,christoffersen_cc_LR,christoffersen_cc_p,model,cfg_seq_length,cfg_z_window,cfg_use_cls_token,cfg_zscore,cfg_layers,cfg_head_size,cfg_num_heads,cfg_ff_dim,cfg_dropout,cfg_attn_dropout,cfg_calibration,cfg_refit,cfg_timeframe,cfg_use_returns,cfg_use_spx_close,cfg_data_start_year,cfg_end_date
base,run_20250905_121746_c2894926,1998,0.0873015873015873,0.0373015873015872,0.0021450079511851,1.578222155570984,1.4561794996261597,0.1209394112229347,0.0810714285714285,6.097225401327278,0.013539430301558,112.77806061613622,2.4133150407437792e-26,118.95577961346213,1.4759806422922526e-26,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,1998,0.0555555555555555,0.0055555555555555,-0.0256571322679519,0.02458630405709,0.0207005669193604,0.0015512950558875,0.0525,0.1582975790776574,0.6907287550167276,1.6549717164641156,0.1982836024522503,1.8252335987987731,0.4014722758549073,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,1998,0.0,-0.05,,0.4885319173336029,0.3903153836727142,0.0195157676935195,0.0025,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2001,0.7217741935483871,0.6717741935483871,-0.0021308686118572,0.0557349175214767,0.0426621958613395,0.0327011458575725,0.6520967741935484,786.2807865853916,5.1867726786658566e-173,140.9578646747476,1.6434473693249878e-32,921.9008319296336,6.483028271085744e-201,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2001,0.0685483870967741,0.0185483870967741,-0.025322625413537,0.0255022931051223,0.0214906957368961,0.0014784979931711,0.0641935483870967,1.6179771690328366,0.203374073307154,0.7002532229904875,0.4026986207372698,1.7431710622874736,0.4182878148434221,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2001,0.0,-0.05,,0.578610360622406,0.4715133309364319,0.0235756672918796,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2008,0.0039525691699604,-0.0460474308300395,-0.089295245707035,0.095088355243206,0.090402103960514,0.004595217294991,0.0060573122529644,18.780463728065595,1.4666177877982488e-05,0.0079681483695357,0.9288717178366276,18.69378181642608,8.723622332411924e-05,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2008,0.0869565217391304,0.0369565217391304,-0.0399156846106052,0.0453075886856525,0.0334250361398338,0.0026122837159661,0.0807608695652173,6.017490956133272,0.0141647705870407,4.215137047765893,0.0400648296788677,10.312362449093172,0.0057636678665527,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2008,0.1146245059288537,0.0646245059288537,-0.0447696521878242,0.0371522419154644,0.0291923750191926,0.0031583155505359,0.1056620553359683,16.55737582590224,4.720004178190022e-05,0.0447064939107108,0.8325446472903315,16.743495761560833,0.0002313108963246,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2011,0.1269841269841269,0.0769841269841269,-0.0165512450039386,0.0628610849380493,0.0518463365733623,0.0050918832421302,0.1167857142857142,22.466873106441906,2.1379911129232533e-06,27.776507745511537,1.3616959075361482e-07,50.412976189368464,1.1296952750390947e-11,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2011,0.0873015873015873,0.0373015873015872,-0.0252717807888984,0.0272502167554757,0.0217486207319915,0.0016557860864245,0.0810714285714285,6.097225401327278,0.013539430301558,0.6320102174560288,0.426618910364453,6.809729214781927,0.0332113163443729,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2011,0.123015873015873,0.073015873015873,-0.0259978678077459,0.0216477252542972,0.0182367321103811,0.0019397085998207,0.1132142857142856,20.469897722813258,6.057650070198333e-06,0.0098706326317298,0.9208595408625186,20.640272752464057,3.2962619655833915e-05,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2015,0.0119047619047619,-0.0380952380952381,-0.0336137004196643,0.0366894602775573,0.0349675118923187,0.001800084603019,0.0132142857142857,10.96941031199986,0.0009262823124654,5.441004907677939,0.019669349978219,16.331828950911284,0.000284176658716,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2015,0.0753968253968253,0.0253968253968253,-0.0188548434525728,0.0186031514207985,0.0156743880350934,0.0011248325950111,0.0703571428571428,2.9808420438341012,0.0842554278386686,0.2331803341278893,0.6291756203354034,3.2685415423400395,0.1950945880367771,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2015,0.0317460317460317,-0.0182539682539682,-0.0249959155917167,0.0355965159833431,0.029345516115427,0.00171622086782,0.0310714285714285,2.019742542191078,0.1552654651064542,5.61484606515293,0.0178089453796909,7.596654200594795,0.0224082272345612,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2020,0.1185770750988142,0.0685770750988142,-0.0361783578991889,0.028574489057064,0.0220416840165853,0.0033979110885411,0.1092193675889327,18.396117384904073,1.7942320682547132e-05,0.1229423040520328,0.7258649763577758,18.66944177062798,8.830437670152943e-05,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2020,0.0592885375494071,0.0092885375494071,-0.0427189022302627,0.0408444897009126,0.0303070724666532,0.0025230917209376,0.0558596837944663,0.4348417396568256,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2020,0.1027667984189723,0.0527667984189723,-0.039726797491312,0.0313472673296928,0.0252862013876438,0.0033416680525988,0.094990118577075,11.518480494304155,0.000689076923688,2.0949361492326437,0.1477878857131179,13.728162979645989,0.0010446415259098,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2022,0.0677290836653386,0.0177290836653386,-0.030932530760765,0.0267121568322181,0.0229460541158914,0.0017740222392603,0.0634561752988047,1.5023193153694956,0.2203148419667404,0.59956097648283,0.4387455824793972,2.139847590321658,0.3430346573235919,Transformer,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2022,0.0876494023904382,0.0376494023904382,-0.0283144172281026,0.0276947262138736,0.0236865712820745,0.0016860107615197,0.0813844621513944,6.177718997325899,0.012936894760989,0.6409746097717747,0.4233580970834496,6.8999527067381266,0.0317463870642907,GARCH,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_121746_c2894926,2022,0.1553784860557769,0.1053784860557768,-0.0239963997155427,0.021591043099761,0.0177937485277652,0.0021335082128643,0.1423406374501991,38.58848757242294,5.232666261604371e-10,0.2829932843727346,0.5947459902118057,39.10736264701963,3.2206542219461126e-09,LSTM,60,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,1987,0.4150197628458498,0.3650197628458498,-0.0036060696002095,0.1134440973401069,0.0891267508268356,0.0223716981709003,0.3760177865612648,300.8980178561858,2.099541602899195e-67,258.4722318187589,3.694339693762175e-58,560.3428317553079,2.1042633799373817e-122,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,1987,0.0632411067193675,0.0132411067193675,-0.0343704521656036,0.0370405501290045,0.0261941433207647,0.002271025783108,0.0594169960474308,0.8647190070266422,0.3524214717290108,10.376310057693816,0.0012764254305101,11.269368740349003,0.0035718044233283,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,1987,0.0909090909090909,0.0409090909090909,-0.0368528068065643,0.0282369069755077,0.0227396190166473,0.0026191745419055,0.0843181818181818,7.252734743042356,0.0070793117003193,1.7303171915375228,0.1883703943352959,9.071482059344564,0.0107189612144456,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,1998,0.369047619047619,0.3190476190476191,-0.0022749861236661,0.1205743700265884,0.087525688111782,0.0210557524114847,0.3346428571428571,241.6602524230653,1.7088403183515358e-54,153.1011233018294,3.64059697025112e-35,395.5821679282093,1.260154123074462e-86,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,1998,0.0555555555555555,0.0055555555555555,-0.0256571322679519,0.02458630405709,0.0207005669193604,0.0015512950558875,0.0525,0.1582975790776574,0.6907287550167276,1.6549717164641156,0.1982836024522503,1.8252335987987731,0.4014722758549073,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2001,0.0,-0.05,,0.2756696045398712,0.275286465883255,0.0137643227353692,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2001,0.0685483870967741,0.0185483870967741,-0.025322625413537,0.0255022931051223,0.0214906957368961,0.0014784979931711,0.0641935483870967,1.6179771690328366,0.203374073307154,0.7002532229904875,0.4026986207372698,1.7431710622874736,0.4182878148434221,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2001,0.0,-0.05,,0.7532652020454407,0.7205308675765991,0.036026544868946,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2008,0.0,-0.05,,0.2098093032836914,0.2074186950922012,0.0103709353134036,0.0025,25.95440690950059,3.4957650949621474e-07,-0.0,1.0,25.85182037132549,2.434156700453849e-06,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2008,0.0869565217391304,0.0369565217391304,-0.0399156846106052,0.0453075886856525,0.0334250361398338,0.0026122837159661,0.0807608695652173,6.017490956133272,0.0141647705870407,4.215137047765893,0.0400648296788677,10.312362449093172,0.0057636678665527,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2008,0.1027667984189723,0.0527667984189723,-0.0448588691651821,0.0509933866560459,0.0372618436813354,0.0035178826656192,0.094990118577075,11.518480494304155,0.000689076923688,0.045349897832832,0.8313619418239463,11.678576728246174,0.0029109133993163,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2011,0.0039682539682539,-0.046031746031746,-0.0666344612836837,0.068945474922657,0.0616459771990776,0.0031097428873181,0.0060714285714285,18.685813668056543,1.5412491730805425e-05,0.0080000211334664,0.9287299806793412,18.599195248984444,9.14610257517984e-05,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2011,0.0873015873015873,0.0373015873015872,-0.0252717807888984,0.0272502167554757,0.0217486207319915,0.0016557860864245,0.0810714285714285,6.097225401327278,0.013539430301558,0.6320102174560288,0.426618910364453,6.809729214781927,0.0332113163443729,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2011,0.1309523809523809,0.0809523809523809,-0.0254612863063812,0.021029083058238,0.0176404006779193,0.0020399847999215,0.1203571428571428,24.53544960696828,7.295517417195682e-07,0.0357254384294467,0.8500836142673752,24.749902834639897,4.223056439473656e-06,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2015,0.3412698412698413,0.2912698412698413,-0.0049077169969677,0.016609126701951,0.0135591039434075,0.0035250037908554,0.3096428571428571,208.7907453721716,2.521705905155903e-47,89.51322050813856,3.045961782675584e-21,299.0383246059561,1.160520651168155e-65,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2015,0.0753968253968253,0.0253968253968253,-0.0188548434525728,0.0186031514207985,0.0156743880350934,0.0011248325950111,0.0703571428571428,2.9808420438341012,0.0842554278386686,0.2331803341278893,0.6291756203354034,3.2685415423400395,0.1950945880367771,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2015,0.0039682539682539,-0.046031746031746,-0.0208661947399377,0.3485293686389923,0.1820335835218429,0.009110047481954,0.0060714285714285,18.685813668056543,1.5412491730805425e-05,0.0080000211334664,0.9287299806793412,18.599195248984444,9.14610257517984e-05,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2020,0.0079051383399209,-0.042094861660079,-0.1074766218662262,0.0824914947152137,0.0781703516840934,0.0040546548552811,0.0096146245059288,14.38704574703643,0.000148822605865,0.0320003409420541,0.8580269087047524,14.332364176538972,0.0007722655516468,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2020,0.0592885375494071,0.0092885375494071,-0.0427189022302627,0.0408444897009126,0.0303070724666532,0.0025230917209376,0.0558596837944663,0.4348417396568256,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2020,0.1106719367588932,0.0606719367588932,-0.0380228646099567,0.03430050984025,0.0281584709882736,0.0035473927855491,0.1021047430830039,14.79654205909648,0.0001197548926481,2.843491780374011,0.0917446475856638,17.772518680132062,0.0001382759350211,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2022,0.047808764940239,-0.0021912350597609,-0.0339238718152046,0.0301574319601058,0.0268007330596447,0.001745147164911,0.0455278884462151,0.0257312565635764,0.8725583866101632,0.2879583457404039,0.5915318505909803,0.3092823709209876,0.8567225268385594,Transformer,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2022,0.0876494023904382,0.0376494023904382,-0.0283144172281026,0.0276947262138736,0.0236865712820745,0.0016860107615197,0.0813844621513944,6.177718997325899,0.012936894760989,0.6409746097717747,0.4233580970834496,6.8999527067381266,0.0317463870642907,GARCH,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122523_bd1b713c,2022,0.1593625498007968,0.1093625498007968,-0.0237911697477102,0.0205654874444007,0.0167470108717679,0.0021297922357916,0.1459262948207171,41.12146532772509,1.4305657964976388e-10,0.45761907630858,0.4987388081913758,41.82444490272762,8.278224214736821e-10,LSTM,60,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,1987,0.0118577075098814,-0.0381422924901185,-0.0054909568279981,0.408585637807846,0.3531320095062256,0.0177766196429729,0.0131719367588932,11.04809220210585,0.0008877850678828,0.0722909050310225,0.7880299696261557,11.041701217030882,0.0040024419824937,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,1987,0.0632411067193675,0.0132411067193675,-0.0343704521656036,0.0370405501290045,0.0261941433207647,0.002271025783108,0.0594169960474308,0.8647190070266422,0.3524214717290108,10.376310057693816,0.0012764254305101,11.269368740349003,0.0035718044233283,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,1987,0.0909090909090909,0.0409090909090909,-0.0368528068065643,0.0282369069755077,0.0227396190166473,0.0026191745419055,0.0843181818181818,7.252734743042356,0.0070793117003193,1.7303171915375228,0.1883703943352959,9.071482059344564,0.0107189612144456,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,1998,0.0238095238095238,-0.0261904761904761,0.0050495453178882,0.6754124164581299,0.5857066512107849,0.0344963856041431,0.0239285714285714,4.4770573250245755,0.0343528206448315,2.4375433016875574,0.118461623180321,6.860306187732615,0.0323819829104451,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,1998,0.0555555555555555,0.0055555555555555,-0.0256571322679519,0.02458630405709,0.0207005669193604,0.0015512950558875,0.0525,0.1582975790776574,0.6907287550167276,1.6549717164641156,0.1982836024522503,1.8252335987987731,0.4014722758549073,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2001,0.0,-0.05,,0.6473248600959778,0.6261498332023621,0.0313074886798858,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2001,0.0685483870967741,0.0185483870967741,-0.025322625413537,0.0255022931051223,0.0214906957368961,0.0014784979931711,0.0641935483870967,1.6179771690328366,0.203374073307154,0.7002532229904875,0.4026986207372698,1.7431710622874736,0.4182878148434221,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2001,0.0,-0.05,,0.7532652020454407,0.7205308675765991,0.036026544868946,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,0.0118577075098814,-0.0381422924901185,-0.0686290189623832,0.0908640548586845,0.0845436751842498,0.0043130712583661,0.0131719367588932,11.04809220210585,0.0008877850678828,0.0722909050310225,0.7880299696261557,11.041701217030882,0.0040024419824937,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,0.0869565217391304,0.0369565217391304,-0.0399156846106052,0.0453075886856525,0.0334250361398338,0.0026122837159661,0.0807608695652173,6.017490956133272,0.0141647705870407,4.215137047765893,0.0400648296788677,10.312362449093172,0.0057636678665527,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2008,0.1027667984189723,0.0527667984189723,-0.0448588691651821,0.0509933866560459,0.0372618436813354,0.0035178826656192,0.094990118577075,11.518480494304155,0.000689076923688,0.045349897832832,0.8313619418239463,11.678576728246174,0.0029109133993163,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,0.0119047619047619,-0.0380952380952381,-0.0299081970006227,0.0544784441590309,0.0512460507452487,0.0026368023827672,0.0132142857142857,10.96941031199986,0.0009262823124654,5.441004907677939,0.019669349978219,16.331828950911284,0.000284176658716,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,0.0873015873015873,0.0373015873015872,-0.0252717807888984,0.0272502167554757,0.0217486207319915,0.0016557860864245,0.0810714285714285,6.097225401327278,0.013539430301558,0.6320102174560288,0.426618910364453,6.809729214781927,0.0332113163443729,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2011,0.1309523809523809,0.0809523809523809,-0.0254612863063812,0.021029083058238,0.0176404006779193,0.0020399847999215,0.1203571428571428,24.53544960696828,7.295517417195682e-07,0.0357254384294467,0.8500836142673752,24.749902834639897,4.223056439473656e-06,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,0.0119047619047619,-0.0380952380952381,-0.0336137004196643,0.0369245745241642,0.0343917906284332,0.0017796776955947,0.0132142857142857,10.96941031199986,0.0009262823124654,5.441004907677939,0.019669349978219,16.331828950911284,0.000284176658716,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,0.0753968253968253,0.0253968253968253,-0.0188548434525728,0.0186031514207985,0.0156743880350934,0.0011248325950111,0.0703571428571428,2.9808420438341012,0.0842554278386686,0.2331803341278893,0.6291756203354034,3.2685415423400395,0.1950945880367771,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2015,0.0039682539682539,-0.046031746031746,-0.0208661947399377,0.3485293686389923,0.1820335835218429,0.009110047481954,0.0060714285714285,18.685813668056543,1.5412491730805425e-05,0.0080000211334664,0.9287299806793412,18.599195248984444,9.14610257517984e-05,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,0.0276679841897233,-0.0223320158102766,-0.0546733103692531,0.0632442906498909,0.0566459111869335,0.0033469789195805,0.0274011857707509,3.147329137802431,0.0760513498661966,0.400054438146858,0.5270611440838182,3.501025665735771,0.1736848493078166,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,0.0592885375494071,0.0092885375494071,-0.0427189022302627,0.0408444897009126,0.0303070724666532,0.0025230917209376,0.0558596837944663,0.4348417396568256,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2020,0.1106719367588932,0.0606719367588932,-0.0380228646099567,0.03430050984025,0.0281584709882736,0.0035473927855491,0.1021047430830039,14.79654205909648,0.0001197548926481,2.843491780374011,0.0917446475856638,17.772518680132062,0.0001382759350211,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,0.1633466135458167,0.1133466135458167,-0.0233218614012002,0.0210715271532535,0.017212750390172,0.0021043051965534,0.149511952191235,43.71392700113309,3.8005754848377624e-11,0.6732033072871104,0.4119370126861613,44.64201465263152,2.0235301873868371e-10,Transformer,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,0.0876494023904382,0.0376494023904382,-0.0283144172281026,0.0276947262138736,0.0236865712820745,0.0016860107615197,0.0813844621513944,6.177718997325899,0.012936894760989,0.6409746097717747,0.4233580970834496,6.8999527067381266,0.0317463870642907,GARCH,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_122617_94bc2f17,2022,0.1593625498007968,0.1093625498007968,-0.0237911697477102,0.0205654874444007,0.0167470108717679,0.0021297922357916,0.1459262948207171,41.12146532772509,1.4305657964976388e-10,0.45761907630858,0.4987388081913758,41.82444490272762,8.278224214736821e-10,LSTM,60,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,0.0039525691699604,-0.0460474308300395,-0.2046693116426468,0.2184536606073379,0.2136152535676956,0.0107253268361091,0.0060573122529644,18.780463728065595,1.4666177877982488e-05,0.0079681483695357,0.9288717178366276,18.69378181642608,8.723622332411924e-05,Transformer,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,0.0632411067193675,0.0132411067193675,-0.0343704521656036,0.0370405501290045,0.0261941433207647,0.002271025783108,0.0594169960474308,0.8647190070266422,0.3524214717290108,10.376310057693816,0.0012764254305101,11.269368740349003,0.0035718044233283,GARCH,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1987,0.0237154150197628,-0.0262845849802371,-0.0724673345685005,0.0676248520612716,0.0543406121432781,0.0036545656621456,0.0238438735177865,4.531545338930046,0.0332755567613362,2.4446816780167837,0.1179238052182499,6.92173900304136,0.0314024456700223,LSTM,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,0.0,-0.05,,0.1567405760288238,0.155314415693283,0.0077657205983996,0.0025,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06,Transformer,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,0.0555555555555555,0.0055555555555555,-0.0256571322679519,0.02458630405709,0.0207005669193604,0.0015512950558875,0.0525,0.1582975790776574,0.6907287550167276,1.6549717164641156,0.1982836024522503,1.8252335987987731,0.4014722758549073,GARCH,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,1998,0.0357142857142857,-0.0142857142857142,-0.0337869599461555,0.0263168569654226,0.0236016120761632,0.0015491297235712,0.0346428571428571,1.197365746122578,0.2738488171296745,1.0179830615381795,0.3129979107986521,2.185644876817169,0.3352688812792209,LSTM,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_123530_1dcc6cfc,2001,0.0,-0.05,,0.3674644827842712,0.3631731569766998,0.0181586574763059,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,Transformer,60,252,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
